================================================================================
 Deep-AMPpred Stage-2 | V6-v6: Prior-Anchored Learnable α
================================================================================
Version: v6_mtl_learnable_adaptive
Loss: LEARNABLE_ADAPTIVE=True | AUX=False
Device: cuda
Key Fix: logit-space prior | reg=0.5 | Kendall-style uncertainty
================================================================================

📋 Task Imbalance Preview & Alpha Config (V6-v6):
  Ab: pos_ratio=0.063 | target=0.25 | init_logit=-1.56 | reg=0.5
  Bs: pos_ratio=0.284 | target=0.40 | init_logit=-0.30 | reg=0.5
  Ec: pos_ratio=0.885 | target=0.65 | init_logit=+1.04 | reg=0.5
  Ef: pos_ratio=0.128 | target=0.25 | init_logit=-1.09 | reg=0.5
  Kp: pos_ratio=0.148 | target=0.25 | init_logit=-1.17 | reg=0.5
  Ml: pos_ratio=0.132 | target=0.25 | init_logit=-1.13 | reg=0.5
  Pa: pos_ratio=0.496 | target=0.65 | init_logit=+0.50 | reg=0.5
  Sa: pos_ratio=0.808 | target=0.65 | init_logit=+0.66 | reg=0.5
  Se: pos_ratio=0.192 | target=0.40 | init_logit=-0.23 | reg=0.5
  St: pos_ratio=0.156 | target=0.40 | init_logit=-0.15 | reg=0.5

######################################################################
# FOLD 1/5 | Prior-Anchored Learnable α (V6-v6)
######################################################################
  [Fold 1] Epoch 101 | Loss 0.094 | AvgMCC 0.658 | AvgAUC 0.894 | AvgGMean 0.775 | LR 0.001000 | α=['0.269', '0.400', '0.626', '0.269', '0.269', '0.269', '0.626', '0.626', '0.400', '0.400']
  [Fold 1] Epoch 102 | Loss 0.094 | AvgMCC 0.664 | AvgAUC 0.895 | AvgGMean 0.779 | LR 0.000961 
  [Fold 1] Epoch 103 | Loss 0.095 | AvgMCC 0.665 | AvgAUC 0.894 | AvgGMean 0.772 | LR 0.000922 
  [Fold 1] Epoch 104 | Loss 0.098 | AvgMCC 0.663 | AvgAUC 0.897 | AvgGMean 0.789 | LR 0.000882 
  [Fold 1] Epoch 105 | Loss 0.095 | AvgMCC 0.662 | AvgAUC 0.897 | AvgGMean 0.781 | LR 0.000844 
  [Fold 1] Epoch 106 | Loss 0.096 | AvgMCC 0.662 | AvgAUC 0.894 | AvgGMean 0.777 | LR 0.000805 
  [Fold 1] Epoch 107 | Loss 0.091 | AvgMCC 0.663 | AvgAUC 0.897 | AvgGMean 0.783 | LR 0.000767 
  [Fold 1] Epoch 108 | Loss 0.092 | AvgMCC 0.664 | AvgAUC 0.897 | AvgGMean 0.786 | LR 0.000729 
  [Fold 1] Epoch 109 | Loss 0.095 | AvgMCC 0.663 | AvgAUC 0.895 | AvgGMean 0.774 | LR 0.000691 
  [Fold 1] Epoch 110 | Loss 0.094 | AvgMCC 0.663 | AvgAUC 0.895 | AvgGMean 0.790 | LR 0.000654 
  [Fold 1] Epoch 111 | Loss 0.089 | AvgMCC 0.661 | AvgAUC 0.897 | AvgGMean 0.784 | LR 0.000617 | α=['0.269', '0.400', '0.626', '0.269', '0.269', '0.269', '0.626', '0.626', '0.400', '0.400']
  [Fold 1] Epoch 112 | Loss 0.093 | AvgMCC 0.663 | AvgAUC 0.897 | AvgGMean 0.781 | LR 0.000581 
  [Fold 1] Epoch 113 | Loss 0.093 | AvgMCC 0.664 | AvgAUC 0.898 | AvgGMean 0.770 | LR 0.000546 
  [Fold 1] Epoch 114 | Loss 0.092 | AvgMCC 0.664 | AvgAUC 0.897 | AvgGMean 0.776 | LR 0.000511 
  [Fold 1] Epoch 115 | Loss 0.092 | AvgMCC 0.663 | AvgAUC 0.897 | AvgGMean 0.760 | LR 0.000478 
